"","Subject","Activity_Label","sensor","sensor_mean"
"36",1,"LAYING","tBodyAccJerkMag-std()",-0.9282456284
"37",1,"LAYING","tBodyGyroMag-mean()",-0.874759548
"38",1,"LAYING","tBodyGyroMag-std()",-0.81901016976
"39",1,"LAYING","tBodyGyroJerkMag-mean()",-0.96346103
"40",1,"LAYING","tBodyGyroJerkMag-std()",-0.9358409828
"41",1,"LAYING","fBodyAcc-mean()-X",-0.9390990524
"42",1,"LAYING","fBodyAcc-mean()-Y",-0.86706520518
"43",1,"LAYING","fBodyAcc-mean()-Z",-0.8826668762
"44",1,"LAYING","fBodyAcc-std()-X",-0.9244374346
"45",1,"LAYING","fBodyAcc-std()-Y",-0.8336255561
"46",1,"LAYING","fBodyAcc-std()-Z",-0.81289155944
"47",1,"LAYING","fBodyAccJerk-mean()-X",-0.9570738838
"48",1,"LAYING","fBodyAccJerk-mean()-Y",-0.9224626098
"49",1,"LAYING","fBodyAccJerk-mean()-Z",-0.9480609042
"50",1,"LAYING","fBodyAccJerk-std()-X",-0.9641607086
"51",1,"LAYING","fBodyAccJerk-std()-Y",-0.9322178704
"52",1,"LAYING","fBodyAccJerk-std()-Z",-0.9605869872
"53",1,"LAYING","fBodyGyro-mean()-X",-0.850249174586
"54",1,"LAYING","fBodyGyro-mean()-Y",-0.9521914948
"55",1,"LAYING","fBodyGyro-mean()-Z",-0.909302721
"56",1,"LAYING","fBodyGyro-std()-X",-0.8822964508
"57",1,"LAYING","fBodyGyro-std()-Y",-0.9512320494
"58",1,"LAYING","fBodyGyro-std()-Z",-0.9165825082
"59",1,"LAYING","fBodyAccMag-mean()",-0.8617676481
"60",1,"LAYING","fBodyAccMag-std()",-0.7983009404
"61",1,"LAYING","fBodyBodyAccJerkMag-mean()",-0.9333003608
"62",1,"LAYING","fBodyBodyAccJerkMag-std()",-0.9218039756
"63",1,"LAYING","fBodyBodyGyroMag-mean()",-0.8621901854
"64",1,"LAYING","fBodyBodyGyroMag-std()",-0.82431943968
"65",1,"LAYING","fBodyBodyGyroJerkMag-mean()",-0.9423669466
"66",1,"LAYING","fBodyBodyGyroJerkMag-std()",-0.9326606676
"67",2,"LAYING","tBodyAcc-mean()-X",0.281373403958333
"68",2,"LAYING","tBodyAcc-mean()-Y",-0.0181587397583333
"69",2,"LAYING","tBodyAcc-mean()-Z",-0.107245610416667
"70",2,"LAYING","tBodyAcc-std()-X",-0.974059464791667
"71",2,"LAYING","tBodyAcc-std()-Y",-0.98027739875
"72",2,"LAYING","tBodyAcc-std()-Z",-0.984233296875
"73",2,"LAYING","tGravityAcc-mean()-X",-0.509754238125
"74",2,"LAYING","tGravityAcc-mean()-Y",0.752536639375
"75",2,"LAYING","tGravityAcc-mean()-Z",0.646834879583333
"76",2,"LAYING","tGravityAcc-std()-X",-0.959014441458333
"77",2,"LAYING","tGravityAcc-std()-Y",-0.988211865208333
"78",2,"LAYING","tGravityAcc-std()-Z",-0.984230418125
"79",2,"LAYING","tBodyAccJerk-mean()-X",0.0825972511666667
"80",2,"LAYING","tBodyAccJerk-mean()-Y",0.012254788451875
"81",2,"LAYING","tBodyAccJerk-mean()-Z",-0.00180264895625
"82",2,"LAYING","tBodyAccJerk-std()-X",-0.98587216875
"83",2,"LAYING","tBodyAccJerk-std()-Y",-0.98317254125
"84",2,"LAYING","tBodyAccJerk-std()-Z",-0.988442014375
"85",2,"LAYING","tBodyGyro-mean()-X",-0.01847660675
"86",2,"LAYING","tBodyGyro-mean()-Y",-0.111800824583333
"87",2,"LAYING","tBodyGyro-mean()-Z",0.144882846104167
"88",2,"LAYING","tBodyGyro-std()-X",-0.988275232916667
"89",2,"LAYING","tBodyGyro-std()-Y",-0.982291608958333
"90",2,"LAYING","tBodyGyro-std()-Z",-0.960306560416667
"91",2,"LAYING","tBodyGyroJerk-mean()-X",-0.101974134208333
"92",2,"LAYING","tBodyGyroJerk-mean()-Y",-0.0358590176083333
"93",2,"LAYING","tBodyGyroJerk-mean()-Z",-0.0701783020833333
"94",2,"LAYING","tBodyGyroJerk-std()-X",-0.993235849166667
"95",2,"LAYING","tBodyGyroJerk-std()-Y",-0.989567537916667
"96",2,"LAYING","tBodyGyroJerk-std()-Z",-0.98803582125
"97",2,"LAYING","tBodyAccMag-mean()",-0.977435485208333
"98",2,"LAYING","tBodyAccMag-std()",-0.972873912916667
"99",2,"LAYING","tGravityAccMag-mean()",-0.977435485208333
"100",2,"LAYING","tGravityAccMag-std()",-0.972873912916667
"101",2,"LAYING","tBodyAccJerkMag-mean()",-0.987741696041667
"102",2,"LAYING","tBodyAccJerkMag-std()",-0.98551807625
"103",2,"LAYING","tBodyGyroMag-mean()",-0.950011569583333
"104",2,"LAYING","tBodyGyroMag-std()",-0.961164053958333
"105",2,"LAYING","tBodyGyroJerkMag-mean()",-0.991767074166667
"106",2,"LAYING","tBodyGyroJerkMag-std()",-0.989718095208333
"107",2,"LAYING","fBodyAcc-mean()-X",-0.976725059791667
"108",2,"LAYING","fBodyAcc-mean()-Y",-0.979800877916667
"109",2,"LAYING","fBodyAcc-mean()-Z",-0.984380981875
"110",2,"LAYING","fBodyAcc-std()-X",-0.973246482083333
"111",2,"LAYING","fBodyAcc-std()-Y",-0.981025105625
"112",2,"LAYING","fBodyAcc-std()-Z",-0.984792185
"113",2,"LAYING","fBodyAccJerk-mean()-X",-0.985813630833333
"114",2,"LAYING","fBodyAccJerk-mean()-Y",-0.982768250416667
"115",2,"LAYING","fBodyAccJerk-mean()-Z",-0.986197134583333
"116",2,"LAYING","fBodyAccJerk-std()-X",-0.987250255833333
"117",2,"LAYING","fBodyAccJerk-std()-Y",-0.984987392916667
"118",2,"LAYING","fBodyAccJerk-std()-Z",-0.989345368541667
"119",2,"LAYING","fBodyGyro-mean()-X",-0.9864311425
"120",2,"LAYING","fBodyGyro-mean()-Y",-0.983321635416667
"121",2,"LAYING","fBodyGyro-mean()-Z",-0.9626718875
"122",2,"LAYING","fBodyGyro-std()-X",-0.988860685833333
"123",2,"LAYING","fBodyGyro-std()-Y",-0.981910616458333
"124",2,"LAYING","fBodyGyro-std()-Z",-0.963174222291667
"125",2,"LAYING","fBodyAccMag-mean()",-0.975110196458333
"126",2,"LAYING","fBodyAccMag-std()",-0.975121387916667
"127",2,"LAYING","fBodyBodyAccJerkMag-mean()",-0.985374114791667
"128",2,"LAYING","fBodyBodyAccJerkMag-std()",-0.984568489166667
"129",2,"LAYING","fBodyBodyGyroMag-mean()",-0.972112972708333
"130",2,"LAYING","fBodyBodyGyroMag-std()",-0.96109837875
"131",2,"LAYING","fBodyBodyGyroJerkMag-mean()",-0.990248702291667
"132",2,"LAYING","fBodyBodyGyroJerkMag-std()",-0.989492660416667
"133",3,"LAYING","tBodyAcc-mean()-X",0.275516852741935
"134",3,"LAYING","tBodyAcc-mean()-Y",-0.0189556785048387
"135",3,"LAYING","tBodyAcc-mean()-Z",-0.101300477506452
"136",3,"LAYING","tBodyAcc-std()-X",-0.982776639193548
"137",3,"LAYING","tBodyAcc-std()-Y",-0.962057544516129
"138",3,"LAYING","tBodyAcc-std()-Z",-0.96369103483871
"139",3,"LAYING","tGravityAcc-mean()-X",-0.241758478064516
"140",3,"LAYING","tGravityAcc-mean()-Y",0.837032099677419
"141",3,"LAYING","tGravityAcc-mean()-Z",0.48870318516129
"142",3,"LAYING","tGravityAcc-std()-X",-0.982512193064516
"143",3,"LAYING","tGravityAcc-std()-Y",-0.981202749677419
"144",3,"LAYING","tGravityAcc-std()-Z",-0.964807543870968
"145",3,"LAYING","tBodyAccJerk-mean()-X",0.0769811125806452
"146",3,"LAYING","tBodyAccJerk-mean()-Y",0.0138041011306452
"147",3,"LAYING","tBodyAccJerk-mean()-Z",-0.00435625874355645
"148",3,"LAYING","tBodyAccJerk-std()-X",-0.98087931483871
"149",3,"LAYING","tBodyAccJerk-std()-Y",-0.968710724677419
"150",3,"LAYING","tBodyAccJerk-std()-Z",-0.982093162903226
"151",3,"LAYING","tBodyGyro-mean()-X",-0.0208170540330645
"152",3,"LAYING","tBodyGyro-mean()-Y",-0.0718507159435484
"153",3,"LAYING","tBodyGyro-mean()-Z",0.137999561112903
"154",3,"LAYING","tBodyGyro-std()-X",-0.974545752096774
"155",3,"LAYING","tBodyGyro-std()-Y",-0.977272653709677
"156",3,"LAYING","tBodyGyro-std()-Z",-0.963505609032258
"157",3,"LAYING","tBodyGyroJerk-mean()-X",-0.10004449883871
"158",3,"LAYING","tBodyGyroJerk-mean()-Y",-0.0389771765322581
"159",3,"LAYING","tBodyGyroJerk-mean()-Z",-0.06873387
"160",3,"LAYING","tBodyGyroJerk-std()-X",-0.980328645
"161",3,"LAYING","tBodyGyroJerk-std()-Y",-0.986762741935484
"162",3,"LAYING","tBodyGyroJerk-std()-Z",-0.983338279516129
"163",3,"LAYING","tBodyAccMag-mean()",-0.972791346129032
"164",3,"LAYING","tBodyAccMag-std()",-0.964218176451613
"165",3,"LAYING","tGravityAccMag-mean()",-0.972791346129032
"166",3,"LAYING","tGravityAccMag-std()",-0.964218176451613
"167",3,"LAYING","tBodyAccJerkMag-mean()",-0.979484593387097
"168",3,"LAYING","tBodyAccJerkMag-std()",-0.976121297903226
"169",3,"LAYING","tBodyGyroMag-mean()",-0.951564751451613
"170",3,"LAYING","tBodyGyroMag-std()",-0.954275110967742
"171",3,"LAYING","tBodyGyroJerkMag-mean()",-0.98671362516129
"172",3,"LAYING","tBodyGyroJerkMag-std()",-0.983139255645161
"173",3,"LAYING","fBodyAcc-mean()-X",-0.980665609032258
"174",3,"LAYING","fBodyAcc-mean()-Y",-0.961169982903226
"175",3,"LAYING","fBodyAcc-mean()-Z",-0.968332141612903
"176",3,"LAYING","fBodyAcc-std()-X",-0.983691129032258
"177",3,"LAYING","fBodyAcc-std()-Y",-0.964094604193548
"178",3,"LAYING","fBodyAcc-std()-Z",-0.96327908016129
"179",3,"LAYING","fBodyAccJerk-mean()-X",-0.980513202258064
"180",3,"LAYING","fBodyAccJerk-mean()-Y",-0.968752113709677
"181",3,"LAYING","fBodyAccJerk-mean()-Z",-0.979122344354839
"182",3,"LAYING","fBodyAccJerk-std()-X",-0.983122615967742
"183",3,"LAYING","fBodyAccJerk-std()-Y",-0.971044012741936
"184",3,"LAYING","fBodyAccJerk-std()-Z",-0.983711904677419
"185",3,"LAYING","fBodyGyro-mean()-X",-0.970167262903226
"186",3,"LAYING","fBodyGyro-mean()-Y",-0.978099682258065
"187",3,"LAYING","fBodyGyro-mean()-Z",-0.962341960806452
"188",3,"LAYING","fBodyGyro-std()-X",-0.975986433709677
"189",3,"LAYING","fBodyGyro-std()-Y",-0.977032495483871
"190",3,"LAYING","fBodyGyro-std()-Z",-0.967256854193548
"191",3,"LAYING","fBodyAccMag-mean()",-0.96552427516129
"192",3,"LAYING","fBodyAccMag-std()",-0.968350217419355
"193",3,"LAYING","fBodyBodyAccJerkMag-mean()",-0.975949597903226
"194",3,"LAYING","fBodyBodyAccJerkMag-std()",-0.975305377903226
"195",3,"LAYING","fBodyBodyGyroMag-mean()",-0.96458672483871
"196",3,"LAYING","fBodyBodyGyroMag-std()",-0.955441855806452
"197",3,"LAYING","fBodyBodyGyroJerkMag-mean()",-0.984278251290323
"198",3,"LAYING","fBodyBodyGyroJerkMag-std()",-0.982568158064516
"199",4,"LAYING","tBodyAcc-mean()-X",0.263559214981481
"200",4,"LAYING","tBodyAcc-mean()-Y",-0.0150031841055556
"201",4,"LAYING","tBodyAcc-mean()-Z",-0.110688150314815
"202",4,"LAYING","tBodyAcc-std()-X",-0.954193738888889
"203",4,"LAYING","tBodyAcc-std()-Y",-0.941714042407407
"204",4,"LAYING","tBodyAcc-std()-Z",-0.962667314814815
"205",4,"LAYING","tGravityAcc-mean()-X",-0.420664662222222
"206",4,"LAYING","tGravityAcc-mean()-Y",0.915165104259259
"207",4,"LAYING","tGravityAcc-mean()-Z",0.341531310555556
"208",4,"LAYING","tGravityAcc-std()-X",-0.921199965925926
"209",4,"LAYING","tGravityAcc-std()-Y",-0.969816635740741
"210",4,"LAYING","tGravityAcc-std()-Z",-0.976176608888889
"211",4,"LAYING","tBodyAccJerk-mean()-X",0.0934494217777778
"212",4,"LAYING","tBodyAccJerk-mean()-Y",0.00693313213968519
"213",4,"LAYING","tBodyAccJerk-mean()-Z",-0.00641054328740741
"214",4,"LAYING","tBodyAccJerk-std()-X",-0.978302781111111
"215",4,"LAYING","tBodyAccJerk-std()-Y",-0.942209488333333
"216",4,"LAYING","tBodyAccJerk-std()-Z",-0.978511984259259
"217",4,"LAYING","tBodyGyro-mean()-X",-0.00923156347222222
"218",4,"LAYING","tBodyGyro-mean()-Y",-0.0930128180759259
"219",4,"LAYING","tBodyGyro-mean()-Z",0.169720404092593
"220",4,"LAYING","tBodyGyro-std()-X",-0.973102422222222
"221",4,"LAYING","tBodyGyro-std()-Y",-0.961109291851852
"222",4,"LAYING","tBodyGyro-std()-Z",-0.962073755
"223",4,"LAYING","tBodyGyroJerk-mean()-X",-0.105019877685185
"224",4,"LAYING","tBodyGyroJerk-mean()-Y",-0.0381230432222222
"225",4,"LAYING","tBodyGyroJerk-mean()-Z",-0.0712156288333333
"226",4,"LAYING","tBodyGyroJerk-std()-X",-0.975103204259259
"227",4,"LAYING","tBodyGyroJerk-std()-Y",-0.986855629814815
"228",4,"LAYING","tBodyGyroJerk-std()-Z",-0.983965359814815
"229",4,"LAYING","tBodyAccMag-mean()",-0.954557603148148
"230",4,"LAYING","tBodyAccMag-std()",-0.931292216611111
"231",4,"LAYING","tGravityAccMag-mean()",-0.954557603148148
"232",4,"LAYING","tGravityAccMag-std()",-0.931292216611111
"233",4,"LAYING","tBodyAccJerkMag-mean()",-0.970095771666667
"234",4,"LAYING","tBodyAccJerkMag-std()",-0.960786430740741
"235",4,"LAYING","tBodyGyroMag-mean()",-0.930236462592593
"236",4,"LAYING","tBodyGyroMag-std()",-0.947031781666667
"237",4,"LAYING","tBodyGyroJerkMag-mean()",-0.985068502037037
"238",4,"LAYING","tBodyGyroJerkMag-std()",-0.982698213703704
"239",4,"LAYING","fBodyAcc-mean()-X",-0.958802077592593
"240",4,"LAYING","fBodyAcc-mean()-Y",-0.938883374444444
"241",4,"LAYING","fBodyAcc-mean()-Z",-0.967504278888889
"242",4,"LAYING","fBodyAcc-std()-X",-0.952464881481481
"243",4,"LAYING","fBodyAcc-std()-Y",-0.946380971111111
"244",4,"LAYING","fBodyAcc-std()-Z",-0.962154454259259
"245",4,"LAYING","fBodyAccJerk-mean()-X",-0.978542457407407
"246",4,"LAYING","fBodyAccJerk-mean()-Y",-0.943969987222222
"247",4,"LAYING","fBodyAccJerk-mean()-Z",-0.975383329444444
"248",4,"LAYING","fBodyAccJerk-std()-X",-0.980079292592593
"249",4,"LAYING","fBodyAccJerk-std()-Y",-0.944366881666667
"250",4,"LAYING","fBodyAccJerk-std()-Z",-0.980261236296296
"251",4,"LAYING","fBodyGyro-mean()-X",-0.967203736481482
"252",4,"LAYING","fBodyGyro-mean()-Y",-0.972187839074074
"253",4,"LAYING","fBodyGyro-mean()-Z",-0.961479262592593
"254",4,"LAYING","fBodyGyro-std()-X",-0.975094739444444
"255",4,"LAYING","fBodyGyro-std()-Y",-0.956182500185185
"256",4,"LAYING","fBodyGyro-std()-Z",-0.965807466666667
"257",4,"LAYING","fBodyAccMag-mean()",-0.939389701296296
"258",4,"LAYING","fBodyAccMag-std()",-0.937187975962963
"259",4,"LAYING","fBodyBodyAccJerkMag-mean()",-0.96228712537037
"260",4,"LAYING","fBodyBodyAccJerkMag-std()",-0.958037119259259
"261",4,"LAYING","fBodyBodyGyroMag-mean()",-0.961556660185185
"262",4,"LAYING","fBodyBodyGyroMag-std()",-0.947100325185185
"263",4,"LAYING","fBodyBodyGyroJerkMag-mean()",-0.983609073333333
"264",4,"LAYING","fBodyBodyGyroJerkMag-std()",-0.982543631666667
"265",5,"LAYING","tBodyAcc-mean()-X",0.278334325576923
"266",5,"LAYING","tBodyAcc-mean()-Y",-0.0183042123269231
"267",5,"LAYING","tBodyAcc-mean()-Z",-0.107937603673077
"268",5,"LAYING","tBodyAcc-std()-X",-0.965934509615385
"269",5,"LAYING","tBodyAcc-std()-Y",-0.969295613269231
"270",5,"LAYING","tBodyAcc-std()-Z",-0.968562516346154
"271",5,"LAYING","tGravityAcc-mean()-X",-0.483470597692308
"272",5,"LAYING","tGravityAcc-mean()-Y",0.954890346153846
"273",5,"LAYING","tGravityAcc-mean()-Z",0.263644691923077
"274",5,"LAYING","tGravityAcc-std()-X",-0.945695336153846
"275",5,"LAYING","tGravityAcc-std()-Y",-0.985964053846154
"276",5,"LAYING","tGravityAcc-std()-Z",-0.977076645
"277",5,"LAYING","tBodyAccJerk-mean()-X",0.0848164824230769
"278",5,"LAYING","tBodyAccJerk-mean()-Y",0.00747460829615385
"279",5,"LAYING","tBodyAccJerk-mean()-Z",-0.00304067159653846
"280",5,"LAYING","tBodyAccJerk-std()-X",-0.983307862115385
"281",5,"LAYING","tBodyAccJerk-std()-Y",-0.964560430961538
"282",5,"LAYING","tBodyAccJerk-std()-Z",-0.985419368461538
"283",5,"LAYING","tBodyGyro-mean()-X",-0.0218935013501923
"284",5,"LAYING","tBodyGyro-mean()-Y",-0.0798709596153846
"285",5,"LAYING","tBodyGyro-mean()-Z",0.159894366942308
"286",5,"LAYING","tBodyGyro-std()-X",-0.979498706538461
"287",5,"LAYING","tBodyGyro-std()-Y",-0.977427370576923
"288",5,"LAYING","tBodyGyro-std()-Z",-0.960583776923077
"289",5,"LAYING","tBodyGyroJerk-mean()-X",-0.102114125
"290",5,"LAYING","tBodyGyroJerk-mean()-Y",-0.0404446925288462
"291",5,"LAYING","tBodyGyroJerk-mean()-Z",-0.07083096875
"292",5,"LAYING","tBodyGyroJerk-std()-X",-0.983422257692308
"293",5,"LAYING","tBodyGyroJerk-std()-Y",-0.983759479230769
"294",5,"LAYING","tBodyGyroJerk-std()-Z",-0.989679592307692
"295",5,"LAYING","tBodyAccMag-mean()",-0.966777882884615
"296",5,"LAYING","tBodyAccMag-std()",-0.958612786346154
"297",5,"LAYING","tGravityAccMag-mean()",-0.966777882884615
"298",5,"LAYING","tGravityAccMag-std()",-0.958612786346154
"299",5,"LAYING","tBodyAccJerkMag-mean()",-0.980141253846154
"300",5,"LAYING","tBodyAccJerkMag-std()",-0.977477145384615
"301",5,"LAYING","tBodyGyroMag-mean()",-0.946938300576923
"302",5,"LAYING","tBodyGyroMag-std()",-0.958287921923077
"303",5,"LAYING","tBodyGyroJerkMag-mean()",-0.9864194225
"304",5,"LAYING","tBodyGyroJerkMag-std()",-0.98377138
"305",5,"LAYING","fBodyAcc-mean()-X",-0.968741678461538
"306",5,"LAYING","fBodyAcc-mean()-Y",-0.965419520961538
"307",5,"LAYING","fBodyAcc-mean()-Z",-0.977007724615385
"308",5,"LAYING","fBodyAcc-std()-X",-0.964953893653846
"309",5,"LAYING","fBodyAcc-std()-Y",-0.972909186730769
"310",5,"LAYING","fBodyAcc-std()-Z",-0.965882191153846
"311",5,"LAYING","fBodyAccJerk-mean()-X",-0.982689657115385
"312",5,"LAYING","fBodyAccJerk-mean()-Y",-0.965328566153846
"313",5,"LAYING","fBodyAccJerk-mean()-Z",-0.983250309423077
"314",5,"LAYING","fBodyAccJerk-std()-X",-0.985625270384615
"315",5,"LAYING","fBodyAccJerk-std()-Y",-0.96624258
"316",5,"LAYING","fBodyAccJerk-std()-Z",-0.986135599038461
"317",5,"LAYING","fBodyGyro-mean()-X",-0.975797491730769
"318",5,"LAYING","fBodyGyro-mean()-Y",-0.978249645769231
"319",5,"LAYING","fBodyGyro-mean()-Z",-0.963202948461538
"320",5,"LAYING","fBodyGyro-std()-X",-0.980705769807692
"321",5,"LAYING","fBodyGyro-std()-Y",-0.977257800961538
"322",5,"LAYING","fBodyGyro-std()-Z",-0.963305738076923
"323",5,"LAYING","fBodyAccMag-mean()",-0.962234984038462
"324",5,"LAYING","fBodyAccMag-std()",-0.962525369423077
"325",5,"LAYING","fBodyBodyAccJerkMag-mean()",-0.977356379807692
"326",5,"LAYING","fBodyBodyAccJerkMag-std()",-0.976381934807692
"327",5,"LAYING","fBodyBodyGyroMag-mean()",-0.968257068846154
"328",5,"LAYING","fBodyBodyGyroMag-std()",-0.959263063269231
"329",5,"LAYING","fBodyBodyGyroJerkMag-mean()",-0.984618025769231
"330",5,"LAYING","fBodyBodyGyroJerkMag-std()",-0.983434493076923
"331",6,"LAYING","tBodyAcc-mean()-X",0.248656520140351
"332",6,"LAYING","tBodyAcc-mean()-Y",-0.0102529170561404
"333",6,"LAYING","tBodyAcc-mean()-Z",-0.133119570368421
"334",6,"LAYING","tBodyAcc-std()-X",-0.934049422052632
"335",6,"LAYING","tBodyAcc-std()-Y",-0.924644826385965
"336",6,"LAYING","tBodyAcc-std()-Z",-0.925216100350877
"337",6,"LAYING","tGravityAcc-mean()-X",-0.47670987877193
"338",6,"LAYING","tGravityAcc-mean()-Y",0.956593814210526
"339",6,"LAYING","tGravityAcc-mean()-Z",0.175867709021053
"340",6,"LAYING","tGravityAcc-std()-X",-0.887746310350877
"341",6,"LAYING","tGravityAcc-std()-Y",-0.959161956491228
"342",6,"LAYING","tGravityAcc-std()-Z",-0.928130738421053
"343",6,"LAYING","tBodyAccJerk-mean()-X",0.0963481955263158
"344",6,"LAYING","tBodyAccJerk-mean()-Y",-0.00114529240245614
"345",6,"LAYING","tBodyAccJerk-mean()-Z",0.00328817288070175
"346",6,"LAYING","tBodyAccJerk-std()-X",-0.966341054736842
"347",6,"LAYING","tBodyAccJerk-std()-Y",-0.933674494385965
"348",6,"LAYING","tBodyAccJerk-std()-Z",-0.959646055263158
"349",6,"LAYING","tBodyGyro-mean()-X",-0.0079605026754386
"350",6,"LAYING","tBodyGyro-mean()-Y",-0.107218315054386
"351",6,"LAYING","tBodyGyro-mean()-Z",0.179102058245614
"352",6,"LAYING","tBodyGyro-std()-X",-0.955378225087719
"353",6,"LAYING","tBodyGyro-std()-Y",-0.943634949473684
"354",6,"LAYING","tBodyGyro-std()-Z",-0.939141878596491
"355",6,"LAYING","tBodyGyroJerk-mean()-X",-0.111267284631579
"356",6,"LAYING","tBodyGyroJerk-mean()-Y",-0.0424104289992982
"357",6,"LAYING","tBodyGyroJerk-mean()-Z",-0.0717774743859649
"358",6,"LAYING","tBodyGyroJerk-std()-X",-0.939611608245614
"359",6,"LAYING","tBodyGyroJerk-std()-Y",-0.958628819649123
"360",6,"LAYING","tBodyGyroJerk-std()-Z",-0.959579071578947
"361",6,"LAYING","tBodyAccMag-mean()",-0.918878850824561
"362",6,"LAYING","tBodyAccMag-std()",-0.897326245964912
"363",6,"LAYING","tGravityAccMag-mean()",-0.918878850824561
"364",6,"LAYING","tGravityAccMag-std()",-0.897326245964912
"365",6,"LAYING","tBodyAccJerkMag-mean()",-0.954750504912281
"366",6,"LAYING","tBodyAccJerkMag-std()",-0.950341934385965
"367",6,"LAYING","tBodyGyroMag-mean()",-0.908980174736842
"368",6,"LAYING","tBodyGyroMag-std()",-0.920914497017544
"369",6,"LAYING","tBodyGyroJerkMag-mean()",-0.955645738245614
"370",6,"LAYING","tBodyGyroJerkMag-std()",-0.953157001578947
"371",6,"LAYING","fBodyAcc-mean()-X",-0.939114254210526
"372",6,"LAYING","fBodyAcc-mean()-Y",-0.923706791403509
"373",6,"LAYING","fBodyAcc-mean()-Z",-0.938044912280702
"374",6,"LAYING","fBodyAcc-std()-X",-0.932462941461404
"375",6,"LAYING","fBodyAcc-std()-Y",-0.929711219929825
"376",6,"LAYING","fBodyAcc-std()-Z",-0.924004748421053
"377",6,"LAYING","fBodyAccJerk-mean()-X",-0.967072436842105
"378",6,"LAYING","fBodyAccJerk-mean()-Y",-0.936043420175439
"379",6,"LAYING","fBodyAccJerk-mean()-Z",-0.954425844736842
"380",6,"LAYING","fBodyAccJerk-std()-X",-0.968619159473684
"381",6,"LAYING","fBodyAccJerk-std()-Y",-0.935717452807018
"382",6,"LAYING","fBodyAccJerk-std()-Z",-0.963567540877193
"383",6,"LAYING","fBodyGyro-mean()-X",-0.935439769649123
"384",6,"LAYING","fBodyGyro-mean()-Y",-0.941771544385965
"385",6,"LAYING","fBodyGyro-mean()-Z",-0.932636612807018
"386",6,"LAYING","fBodyGyro-std()-X",-0.962164978596491
"387",6,"LAYING","fBodyGyro-std()-Y",-0.945365097894737
"388",6,"LAYING","fBodyGyro-std()-Z",-0.947136774385965
"389",6,"LAYING","fBodyAccMag-mean()",-0.91235165222807
"390",6,"LAYING","fBodyAccMag-std()",-0.905373979824561
"391",6,"LAYING","fBodyBodyAccJerkMag-mean()",-0.948655471052632
"392",6,"LAYING","fBodyBodyAccJerkMag-std()",-0.951552664035088
"393",6,"LAYING","fBodyBodyGyroMag-mean()",-0.930153639473684
"394",6,"LAYING","fBodyBodyGyroMag-std()",-0.928694890175439
"395",6,"LAYING","fBodyBodyGyroJerkMag-mean()",-0.953695957368421
"396",6,"LAYING","fBodyBodyGyroJerkMag-std()",-0.955504654561404
"397",7,"LAYING","tBodyAcc-mean()-X",0.250176694038462
"398",7,"LAYING","tBodyAcc-mean()-Y",-0.0204411516884615
"399",7,"LAYING","tBodyAcc-mean()-Z",-0.101361036576923
"400",7,"LAYING","tBodyAcc-std()-X",-0.93651361
